0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.02,-0.4,-0.4,0.5,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.02,-0.4,-0.3,0.6,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.01,-0.4,-0.2,0.6,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.02,-0.4,-0.2,0.5,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.02,-0.4,-0.4,0.5,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.01,-0.4,-0.4,0.5,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.02,-0.5,-0.2,0.5,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.02,-0.4,-0.3,0.7,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.02,-0.4,-0.3,0.6,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.01,-0.4,-0.3,0.6,98745,69,69,69
0.000000,0.000000,0.000000,-43.529998,172.579940,0.000000,A,1,0,3,133.40,11.30,-0.01,0.01,1.02,-0.4,-0.4,0.7,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,-0.01,0.01,1.02,-0.4,-0.2,0.6,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,-0.01,0.01,1.02,-0.5,-0.2,0.9,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,-0.01,0.01,1.01,-0.4,-0.4,19.0,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,-0.02,-0.00,1.02,-0.5,0.1,47.3,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,-0.00,0.01,1.02,-0.5,0.2,63.3,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,0.01,0.01,1.01,-0.4,-0.2,34.4,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,-0.10,0.07,1.02,-0.5,0.3,40.3,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,-0.01,0.01,1.02,-0.4,-0.4,-0.1,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,0.04,0.05,1.02,-0.2,-1.2,-72.8,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,0.00,0.03,1.02,-0.2,-0.8,-72.4,98745,69,69,69
0.000000,0.000000,0.000000,-43.531238,172.578674,0.000000,A,1,0,3,133.50,11.30,0.10,-0.03,1.02,-0.3,-1.0,-83.4,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.02,0.03,1.02,-0.2,-1.0,-81.6,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.03,0.03,1.02,-0.2,-1.3,-88.6,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.07,0.03,1.02,-0.2,-0.9,-125.7,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.02,0.01,1.02,-0.5,1.5,-68.2,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.02,0.00,1.02,-0.3,-0.7,-61.6,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.00,-0.00,1.02,-0.2,-0.9,-54.4,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.04,-0.05,1.02,-0.2,-0.7,-3.7,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,0.08,-0.04,1.02,-0.4,-0.2,6.5,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.24,0.08,1.01,-0.5,0.5,75.7,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.05,-0.03,1.01,-0.5,0.2,71.2,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.01,0.02,1.02,-0.4,0.2,75.1,98745,69,69,69
0.000000,0.000000,0.000000,-43.531650,172.578231,0.000000,A,1,0,3,133.50,11.30,-0.09,-0.02,1.02,-0.7,0.9,88.5,98745,69,69,69
0.000000,0.000000,0.000000,-43.529113,172.580856,0.000000,A,1,0,3,133.40,11.30,-0.05,0.03,1.01,-0.6,0.5,63.2,98745,69,69,69
0.000000,0.000000,0.000000,-43.529113,172.580856,0.000000,A,1,0,3,133.40,11.30,0.01,0.01,1.02,-0.5,0.2,73.6,98745,69,69,69
