.00000.0 A 1 0 0 132.0 18.0
accel -0.003 -0.068 1.017 gyro -0.4 -0.4 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.004 -0.068 1.016 gyro -0.2 -0.4 0.2 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.067 1.018 gyro -0.4 -0.4 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.067 1.017 gyro -0.3 -0.4 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.068 1.017 gyro -0.4 -0.3 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.002 -0.068 1.016 gyro -0.3 -0.4 0.2 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.004 -0.068 1.016 gyro -0.3 -0.4 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.004 -0.068 1.017 gyro -0.4 -0.4 0.2 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.068 1.015 gyro -0.4 -0.3 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.067 1.017 gyro -0.4 -0.4 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.068 1.018 gyro -0.4 -0.4 0.2 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.002 -0.069 1.017 gyro -0.4 -0.4 0.2 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.004 -0.067 1.017 gyro -0.4 -0.4 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.067 1.019 gyro -0.4 -0.4 0.1 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.004 -0.069 1.017 gyro -0.3 -0.4 0.2 press 101326.7
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.069 1.018 gyro -0.4 -0.4 0.1 press 101326.8
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.004 -0.067 1.017 gyro -0.3 -0.4 0.2 press 101326.8
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.004 -0.069 1.017 gyro -0.3 -0.3 0.1 press 101326.8
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.068 1.017 gyro -0.4 -0.4 0.1 press 101326.8
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.003 -0.067 1.018 gyro -0.3 -0.4 0.2 press 101326.8
0.000000 0.000000 0.0 A 1 0 0 132.0 18.0
accel -0.004 -0.069 1.017 gyro -0.4 -0.4 0.2 press 101326.8
