# Untuned case (Up to date)
# 704 data points written for 54 variables.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=12 seconds
124.0655842246,559.4364309422,-5.7230244896,0.0108771669,5.7233548342,0.7303332386,-147.8414027296,0.0265745556,147.841405118,179.9897010592,2.3198343397,0.7302522349,-43.5299997464,-172.6348338542,9.8030127448,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169944214,522627.6432571575,0,16.6979136746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006694379,NaN,NaN,NaN,NaN,2.3813260975,11.0785545316,943.0672229691,338.0125040461,0.5,0.095537148
124.4263137181,557.3712997336,-5.7267252316,-0.0102590501,5.7285941489,0.6557470366,-148.6355758235,0.0266180342,148.6355782069,179.9897393272,2.0833159954,0.6556667811,-43.5299997458,-172.6348437053,9.8030215542,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169686728,523222.1035380595,0,16.6530204364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006932871,NaN,NaN,NaN,NaN,1.9369977489,11.0971631989,943.3870784829,338.0237808985,0.3607294935,0.095580698
124.7904039201,555.2854726834,-5.7310236392,-0.0118058866,5.7315058593,0.335309484,-149.4163015772,0.0266638817,149.4163039563,179.9897753602,2.2053231981,0.3351015833,-43.5299997452,-172.6348533895,9.8030279088,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169513298,523571.7686674146,0,16.6230765322,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006774717,NaN,NaN,NaN,NaN,2.2796699885,11.1105865517,943.6178060981,338.0319154503,0.364090202,0.095623467
125.2904039201,552.4199061709,-5.7312424111,-0.0004375436,5.7312476866,0.0960295564,-150.5069596046,0.0267271545,150.5069619777,179.9898253666,2.1573089189,0.0960285596,-43.5299997444,-172.6348669183,9.8030343271,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169544816,523632.7272027826,0,16.6333807319,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006860382,NaN,NaN,NaN,NaN,2.1495336808,11.1241444276,943.8508459645,338.0401315231,0.5,0.095666886
125.7904039201,549.5546902727,-5.7296211816,0.0032424588,5.7296306053,0.1188799306,-151.600468525,0.0267910834,151.6004708922,179.989874596,2.2167267702,0.1188357032,-43.5299997437,-172.6348804824,9.8030431447,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.016955017,523601.0708155275,0,16.6400946955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006828034,NaN,NaN,NaN,NaN,2.2271177376,11.1427706099,944.171002536,338.0514189896,0.5,0.095710046
126.2904039201,546.689901087,-5.7295355611,0.0001712411,5.7295424323,0.1008373112,-152.721436554,0.0268552421,152.7214389151,179.9899248459,2.2671453531,0.1008371658,-43.5299997428,-172.6348943871,9.8030519613,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169493052,523709.053824095,0,16.6345441084,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006866884,NaN,NaN,NaN,NaN,2.2760178577,11.1613945132,944.491119935,338.062705075,0.5,0.095752604
126.7904039201,543.8253975533,-5.7284785739,0.0021139743,5.7284797931,0.0401380485,-153.8600195212,0.026920808,153.8600218764,179.9899749872,2.2871865234,0.0400823408,-43.529999742,-172.6349085103,9.8030607766,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169477247,523727.8943330534,0,16.6370991064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006901726,NaN,NaN,NaN,NaN,2.2909215633,11.1800156429,944.8111896594,338.0739894796,0.5,0.095795172
127.2904039201,540.9624593429,-5.7232742675,0.0104086128,5.7233846865,0.4288428855,-154.9500232121,0.0269874267,154.9500255623,179.9900208751,2.0728282483,0.4287165512,-43.5299997412,-172.6349220309,9.803069591,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.016960003,523377.8984059737,0,16.6668792401,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006914794,NaN,NaN,NaN,NaN,2.0372767312,11.1986349159,945.1312274692,338.085272759,0.5,0.095838432
127.7904039201,538.1008487374,-5.7231681544,0.0002122262,5.7233382314,0.5305786174,-155.9201150123,0.0270517317,155.920117359,179.9900593324,1.807538961,0.5305785749,-43.5299997404,-172.6349340641,9.8030784006,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169526482,523489.3809967766,0,16.6580837888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006764601,NaN,NaN,NaN,NaN,1.7634167229,11.2172440143,945.4510903926,338.0965498726,0.5,0.095882072
128.2904039201,535.2377898522,-5.7290673865,-0.0117984643,5.7290674916,0.0207776141,-156.8217466449,0.0271097174,156.8217489881,179.9900952999,1.7989875768,0.0171027919,-43.5299997397,-172.6349452481,9.8030872062,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169270745,524129.1741750896,0,16.6135002038,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006600684,NaN,NaN,NaN,NaN,1.7978956377,11.2358444832,945.7708049888,338.1078217568,0.5,0.095928557
128.7904039201,532.3746995784,-5.7232937083,0.0115473564,5.723300148,0.0989749243,-157.7335278071,0.0271633542,157.733530146,179.9901330709,1.8481370785,0.098299004,-43.529999739,-172.6349565581,9.8030960162,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169447934,523717.2167236622,0,16.6539517365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000660145,NaN,NaN,NaN,NaN,1.8567220281,11.254454366,946.0906813947,338.1190993458,0.5,0.095972488
129.2904039201,529.5125413739,-5.7253391096,-0.0040908026,5.7253620183,0.196871636,-158.6329927036,0.0272168543,158.6329950384,179.9901696939,1.7497225138,0.1968291299,-43.5299997384,-172.6349677152,9.8031048263,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169296861,524021.5762509853,0,16.629910937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000662469,NaN,NaN,NaN,NaN,1.7335265827,11.2730644527,946.4105613074,338.1303770584,0.5,0.096020446
129.7904039201,526.6529379727,-5.7130744954,0.0245292285,5.7133180157,0.6434647784,-159.4274793245,0.0272696706,159.4274816567,179.9901997007,1.4282239769,0.6429970746,-43.5299997377,-172.6349775702,9.8031136336,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169679121,523034.6066290274,0,16.7107597149,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006569592,NaN,NaN,NaN,NaN,1.3754741151,11.2916684811,946.7303370844,338.1416510995,0.5,0.096063445
130.1968845118,524.3291806445,-5.7204717811,-0.0181983737,5.7214237096,0.5866139909,-160.0564634043,0.0273088683,160.056465734,179.9902241819,1.6665564078,0.5863316413,-43.5299997372,-172.6349853722,9.803122433,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169253118,523892.0591458524,0,16.6325879017,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006389804,NaN,NaN,NaN,NaN,1.7709204734,11.3102559032,947.0498274249,338.1529150773,0.4064805918,0.096110372
130.6968845118,521.4722266693,-5.7073441199,0.0262553223,5.707749411,0.8257411135,-160.992907057,0.027355368,160.992909381,179.9902644958,2.0792182075,0.8253236,-43.5299997366,-172.634996988,9.8031295835,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169759771,522733.4808938694,0,16.7369193732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006518678,NaN,NaN,NaN,NaN,2.1472360409,11.3253603258,947.3094501473,338.1620683574,0.5,0.096154333
131.1968845118,518.6139739222,-5.7256668685,-0.0366454972,5.7258376434,0.5211144371,-162.0974942042,0.0274090351,162.0974965215,179.9903118674,2.3391303867,0.5198243588,-43.5299997359,-172.6350106896,9.8031383748,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169009245,524505.3883658743,0,16.5948660612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000675375,NaN,NaN,NaN,NaN,2.38335272,11.3439305266,947.6286444797,338.1733218991,0.5,0.096197402
131.6968845118,515.7538528671,-5.7148173515,0.021699034,5.714895704,0.3663709814,-163.2213434171,0.0274721915,163.2213457291,179.9903564045,2.1562664721,0.3657278331,-43.5299997351,-172.63502463,9.8031471701,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169422851,523618.2032815194,0,16.6818296554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006949078,NaN,NaN,NaN,NaN,2.1263410986,11.3625091695,947.9479839178,338.1845805567,0.5,0.09624021
132.1968845118,512.8939940913,-5.7246177519,-0.0196008008,5.7246179197,0.0284320548,-164.2969021664,0.0275376733,164.2969044742,179.9903967,2.1459685329,0.0205958818,-43.5299997342,-172.6350379715,9.8031559711,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168979878,524624.3587017399,0,16.6003264337,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006811918,NaN,NaN,NaN,NaN,2.1445885948,11.3810999564,948.2675320934,338.1958465736,0.5,0.09628356
132.6968845118,510.0348699982,-5.7118786203,0.0254782634,5.7119805897,0.4189719645,-165.3176118606,0.0276010444,165.3176141647,179.9904340299,1.9368702518,0.4181965628,-43.5299997335,-172.6350506325,9.8031647714,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169416384,523581.3059772614,0,16.6918444967,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006814207,NaN,NaN,NaN,NaN,1.9027400828,11.3996890384,948.5870509658,338.2071115573,0.5,0.096326339
133.1968845118,507.177456876,-5.7177738686,-0.0117904967,5.7179265977,0.4971949947,-166.3481788813,0.0276613213,166.3481811811,179.990472532,2.185397838,0.497055175,-43.5299997327,-172.6350634159,9.8031735694,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169099386,524241.4759780969,0,16.6350595558,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006667436,NaN,NaN,NaN,NaN,2.2271895969,11.418273345,948.9064877554,338.2183736471,0.5,0.096369258
133.6385681745,504.6538484748,-5.7094470799,0.0188523811,5.7101373411,0.6348419074,-167.251536817,0.0277143297,167.2515391132,179.9905058325,1.9051222046,0.6345619237,-43.529999732,-172.6350746213,9.8031823621,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169401839,523642.2078073021,0,16.700258241,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006834418,NaN,NaN,NaN,NaN,1.8163388619,11.4368465303,949.2257333861,338.2296289974,0.4416836626,0.096411696
134.1385681745,501.7958590893,-5.7225104622,-0.0261267646,5.7225310477,0.1804816542,-168.2264204882,0.0277739274,168.2264227809,179.9905405536,1.9944124876,0.1785805692,-43.5299997312,-172.635086714,9.8031901277,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168827257,524880.4150136487,0,16.5921074569,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006645617,NaN,NaN,NaN,NaN,2.009761404,11.4532499849,949.5076845501,338.2395694909,0.5,0.096455386
134.6385681745,498.9370676172,-5.7126554262,0.0197100719,5.7126559391,0.031842336,-169.2267528487,0.0278314011,169.2267551373,179.9905770111,2.0069169609,0.0250089469,-43.5299997305,-172.6350991223,9.8031989223,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169180072,524089.5503757148,0,16.6671528151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006713563,NaN,NaN,NaN,NaN,2.009334708,11.4718269159,949.826994564,338.250827111,0.5,0.096499227
135.1385681745,496.0795179982,-5.7175430496,-0.0097752468,5.717564161,0.182489881,-170.2529898128,0.02788982,170.2529920972,179.9906141504,2.0980309022,0.1822278826,-43.5299997297,-172.635111852,9.8032077193,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.016891195,524654.8375678344,0,16.6199739261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006712103,NaN,NaN,NaN,NaN,2.1135678545,11.4904090605,950.1463941914,338.2620878907,0.5,0.096546133
135.6385681745,493.2223674527,-5.7110591325,0.0129678342,5.7111193763,0.3140578538,-171.3412290136,0.0279496691,171.3412312932,179.9906537494,2.2549259075,0.3137900107,-43.529999729,-172.6351253507,9.8032165125,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169108062,524178.23952896,0,16.6642081425,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006775714,NaN,NaN,NaN,NaN,2.2811575583,11.508983133,950.4656550723,338.2733437786,0.5,0.096589282
136.1385681745,490.3668612483,-5.7109656849,0.0001868953,5.7111023286,0.4827028075,-172.4083541193,0.0280128027,172.408356395,179.9906906173,2.0135745229,0.4827027713,-43.5299997281,-172.6351385875,9.8032253045,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.016902812,524291.4160952828,0,16.6540695089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006876049,NaN,NaN,NaN,NaN,1.9740683531,11.5275546116,950.7848713665,338.2845980946,0.5,0.096631901
136.6385681745,487.5102396235,-5.7155208144,-0.009110259,5.7155240106,0.0690780043,-173.4237007059,0.0280753717,173.4237029785,179.9907244495,2.0478118314,0.068474622,-43.5299997273,-172.6351511821,9.8032340915,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168819919,524812.0695801502,0,16.6186635746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006714723,NaN,NaN,NaN,NaN,2.0538551352,11.5461154019,951.1039039461,338.2958459335,0.5,0.096674429
137.1385681745,484.653615599,-5.7109752838,0.0090910612,5.7109775215,0.0577182163,-174.4547313404,0.0281352568,174.4547336091,179.9907596003,2.0763107134,0.056997764,-43.5299997266,-172.6351639712,9.8032428819,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168947661,524509.2576807739,0,16.6494297704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006741037,NaN,NaN,NaN,NaN,2.0813648293,11.5646834424,951.4230611464,338.3070981661,0.5,0.096717137
137.6385681745,481.7988489255,-5.7080914099,0.0057677477,5.7082074259,0.4383406291,-175.5476745305,0.028195508,175.5476767948,179.9907974651,2.2954620536,0.4383026811,-43.5299997258,-172.6351775283,9.8032516723,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168973682,524369.416723312,0,16.6601673854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006755258,NaN,NaN,NaN,NaN,2.3318551599,11.5832514986,951.7422186149,338.3183504082,0.5,0.096759585
138.1385681745,478.9451236841,-5.7068095557,0.0025637084,5.7069680087,0.5221034581,-176.6301434103,0.028258904,176.6301456708,179.9908332978,2.0344134731,0.5220971637,-43.5299997249,-172.6351909554,9.803260457,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168952358,524370.0022636332,0,16.6615661859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006901776,NaN,NaN,NaN,NaN,1.9918866592,11.601807482,952.0611685701,338.3295953341,0.5,0.096802725
138.6385681745,476.0908854411,-5.7101434162,-0.006667721,5.7102198569,0.3537538232,-177.691561517,0.0283222334,177.6915637742,179.9908676337,2.2112589615,0.3536909795,-43.5299997241,-172.6352041215,9.8032692385,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168780705,524783.2244372322,0,16.6333178573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006724124,NaN,NaN,NaN,NaN,2.240804941,11.6203566961,952.3800021708,338.3408361578,0.5,0.096845643
139.1385681745,473.2363698426,-5.7079189779,0.0044488766,5.7079598874,0.2585889679,-178.8295098329,0.0283845004,178.8295120856,179.9909057959,2.3405343089,0.2585506949,-43.5299997233,-172.6352182368,9.8032780216,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168822269,524689.9072443908,0,16.6471051037,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006844965,NaN,NaN,NaN,NaN,2.3621445228,11.6389092446,952.6988930869,338.3520790022,0.5,0.096888382
139.6385681745,470.3844211771,-5.699875684,0.016086588,5.7001020304,0.6292810643,-179.9211425586,0.028450402,179.921144808,179.9909399867,2.0259966018,0.6290754164,-43.5299997224,-172.6352317776,9.8032868056,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169037193,524081.7964169135,0,16.6951269778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006933734,NaN,NaN,NaN,NaN,1.9751996877,11.657463596,953.0178149906,338.3633229392,0.5,0.096934296
140.1385681745,467.5309777331,-5.7138980922,-0.0280448166,5.7139096584,0.1370045145,-180.9509037834,0.0285145348,180.9509060301,179.9909712389,2.0930483055,0.1341034126,-43.5299997216,-172.635244551,9.8032955817,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168464702,525465.6511115986,0,16.5877991155,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.000671213,NaN,NaN,NaN,NaN,2.1045444318,11.6760012623,953.3364501027,338.374556765,0.5,0.096977676
140.6385681745,464.6769482932,-5.7022196672,0.0233568501,5.702236508,0.1759437807,-181.9756296147,0.0285753207,181.9756318583,179.9910029422,2.0058550269,0.1743865577,-43.5299997208,-172.6352572619,9.8033043624,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168883908,524506.3010443527,0,16.676052432,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006768992,NaN,NaN,NaN,NaN,1.9919969641,11.6945486447,953.6552522195,338.3857964787,0.5,0.097020866
141.1385681745,461.8240506358,-5.7093709624,-0.0143025904,5.7093878181,0.1644726173,-182.999038321,0.0286353506,182.9990405614,179.9910344626,2.0877798055,0.1638495583,-43.52999972,-172.6352699565,9.8033131449,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168530562,525278.3757498834,0,16.6119192214,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006701493,NaN,NaN,NaN,NaN,2.1016527046,11.7130998361,953.974119807,338.3970385007,0.5,0.097064155
141.6385681745,458.9730611637,-5.694586926,0.0295680727,5.6947876511,0.5979042901,-183.9682816309,0.0286951722,183.9682838688,179.9910630668,1.7891934414,0.5971727298,-43.5299997192,-172.6352819792,9.803321924,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0169022749,524049.0341658851,0,16.7146947276,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006761259,NaN,NaN,NaN,NaN,1.7413800704,11.7316436709,954.2928609455,338.4082760645,0.5,0.097107284
142.0709307434,456.5089965781,-5.7035532583,-0.0207379938,5.7041709575,0.5585545179,-184.7940332679,0.0287449259,184.7940355036,179.9910875752,2.030524998,0.5581694054,-43.5299997186,-172.6352922219,9.8033306971,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.016854434,525026.5851771065,0,16.625780818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006562306,NaN,NaN,NaN,NaN,2.1144686128,11.7501751024,954.6115386131,338.4195061121,0.4323625689,0.097150324
142.5709307434,453.6571792683,-5.7037159808,-0.0003254451,5.7037529779,0.246764004,-185.8401412391,0.0288014741,185.8401434709,179.9911203097,2.1539068927,0.2467637894,-43.5299997178,-172.6353051981,9.8033382797,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168583819,525094.1345128467,0,16.6386249474,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006718554,NaN,NaN,NaN,NaN,2.1744502328,11.7661915222,954.9005320955,338.4292120625,0.5,0.097193413
143.0709307434,450.8053105682,-5.7037588197,-0.0000856778,5.7037588214,0.0049950869,-186.9164703925,0.0288619662,186.9164726208,179.9911528993,2.151409728,0.004994352,-43.529999717,-172.6353185491,9.8033470554,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168529401,525217.34773518,0,16.6337312427,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006799932,NaN,NaN,NaN,NaN,2.1513519242,11.7847283348,955.2350024744,338.4404453709,0.5,0.097236973
143.5709307434,447.9548855874,-5.6979411034,0.0116354325,5.6980391372,0.4164104986,-187.9401442664,0.0289244991,187.9401464921,179.9911820239,1.9432857749,0.416247907,-43.5299997162,-172.6353312469,9.8033558313,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168676108,524813.1862980132,0,16.668560118,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006798284,NaN,NaN,NaN,NaN,1.909861599,11.8032654813,955.5694788805,338.4516788817,0.5,0.097279451
144.0399662322,445.2831295151,-5.6946129185,0.0070958063,5.6950805376,0.6497985878,-188.9230859854,0.0289810546,188.9230882083,179.9912107507,2.2480461995,0.6497598435,-43.5299997154,-172.6353434395,9.8033646028,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.016871711,524663.0516288233,0,16.6825213469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006658067,NaN,NaN,NaN,NaN,2.3210258203,11.8217932437,955.9037859626,338.4629067057,0.4690354888,0.097323011
144.5399662322,442.4334126258,-5.7042546389,-0.0192834408,5.7043009713,0.2766312022,-190.0816038682,0.0290422825,190.0816060869,179.991245864,2.3860253382,0.2759582776,-43.5299997146,-172.63535781,9.8033728245,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168311218,525627.3414274233,0,16.6078128114,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006855984,NaN,NaN,NaN,NaN,2.4090159738,11.8391596582,956.2171381758,338.4734307528,0.5,0.09736605
145.0399662322,439.5860834816,-5.6850619378,0.0383854021,5.6853412671,0.7133204689,-191.185580671,0.0291089811,191.185582887,179.991276425,2.0298818809,0.7122869171,-43.5299997137,-172.635371504,9.8033815939,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168963347,524002.3476046886,0,16.7426298763,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006963278,NaN,NaN,NaN,NaN,1.9735252675,11.8576828179,956.5513622106,338.4846557877,0.5,0.097409089
145.5399662322,436.7372751784,-5.710171275,-0.0502186744,5.7101744789,0.0851134151,-192.2091115534,0.0291737555,192.2091137674,179.9913035702,2.0642416569,0.0687195617,-43.5299997129,-172.6353842001,9.8033903559,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0167954945,526413.6183633369,0,16.5491779327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006700569,NaN,NaN,NaN,NaN,2.070289342,11.8761904574,956.8853062029,338.4958714172,0.5,0.097451888
146.0399662322,433.8882210266,-5.6860453321,0.0482518859,5.6861489603,0.4381716389,-193.1867940347,0.029234226,193.1867962466,179.9913296467,1.8464882758,0.435506763,-43.5299997121,-172.6353963274,9.8033991224,NaN,NaN,NaN,NaN,1696.7940946338,261,NaN,NaN,NaN,NaN,NaN,0.0168851197,524320.7145603611,0,16.7321336023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0006746623,NaN,NaN,NaN,NaN,1.8121594787,11.8947077113,957.2194236757,338.5070928731,0.5,0.097494897
