timestamp,pdop,hdop,vdop,lati,longi,gps_speed,gps_mode,gps_fix_type,gps_fix_quality,gps_sats_tracked,gps_alt,gps_height,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,pressure_pa,tc_temp_C,cjc_temp_C,oc_sc_flags,batt_voltage_V,batt_current_mA,baro_calculated_altitude_m,accel_magnitude_less_gravity_g
0.0,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,0.037,1.0,-0.163,0.2,-5.7,0.7,101437,27.0,28.2,0,4.14,50.3,0.25810795302444456,0.013872773083487111
0.064,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.089,0.99,-0.081,-1.1,-15.4,-2.5,101437,27.5,28.2,0,4.15,41.0,0.25810795302444456,-0.002712679314531785
0.104,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.096,0.997,-0.11,-2.0,-0.4,-2.1,101437,27.5,27.9,0,4.14,42.9,0.25810795302444456,0.007633365862802277
0.153,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.091,0.985,-0.123,-1.6,-4.8,0.6,101437,27.2,28.1,0,4.15,42.4,0.25810795302444456,-0.0031875803341935294
0.203,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.081,0.993,-0.094,-1.8,-3.3,2.4,101437,27.5,28.1,0,4.11,74.5,0.25810795302444456,0.0007227388242958543
0.253,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.05,0.996,-0.085,-1.8,6.6,1.9,101441,27.5,28.1,0,4.11,73.1,-0.08603461079542087,0.0008701214443360694
0.303,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.032,1.0,-0.093,-0.9,4.0,1.2,101441,27.0,28.1,0,4.14,45.2,-0.08603461079542087,0.004824860361247074
0.353,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,0.002,0.995,-0.123,-0.7,-3.8,0.2,101441,27.5,28.1,0,4.16,40.5,-0.08603461079542087,0.0025756829287253424
0.403,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.081,1.0,-0.046,-0.5,-6.4,-0.9,101441,27.5,28.0,0,4.11,75.9,-0.08603461079542087,0.00432912931966678
0.453,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.088,0.991,-0.08,0.0,3.0,-0.7,101441,27.2,28.1,0,4.16,42.9,-0.08603461079542087,-0.0018892846983357137
0.503,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.081,0.987,-0.158,-0.5,3.7,0.7,101435,27.2,28.1,0,4.14,43.3,0.43018335569223315,0.0028429587926517286
0.553,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.095,0.997,-0.092,-1.0,-5.1,1.1,101435,27.2,28.1,0,4.15,42.4,0.43018335569223315,0.005732568827319984
0.603,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.004,0.998,-0.105,-1.6,-1.9,0.7,101435,27.5,27.7,0,4.15,42.4,0.43018335569223315,0.003516317754723941
0.653,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.069,0.998,-0.079,-1.6,0.7,0.3,101435,27.0,27.7,0,4.14,42.4,0.43018335569223315,0.003496885894520352
0.703,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.084,0.992,-0.074,-0.6,-2.4,-0.1,101435,27.0,28.2,0,4.12,70.3,0.43018335569223315,-0.0017034508724373953
0.753,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,0.014,0.994,-0.092,0.9,6.9,0.4,101433,27.2,27.9,0,4.12,76.8,0.6022615056609358,-0.0016533668109056654
0.803,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.078,1.0,-0.154,0.2,1.3,0.4,101433,27.0,27.9,0,4.14,49.8,0.6022615056609358,0.014790618797789312
0.853,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.103,0.991,-0.124,-1.4,-7.0,-0.1,101433,27.0,27.8,0,4.14,46.6,0.6022615056609358,0.004024900089634187
0.903,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.039,0.996,-0.125,-1.3,-0.5,0.9,101433,27.2,28.0,0,4.13,52.2,0.6022615056609358,0.004570555013434507
0.953,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.034,0.993,-0.083,-1.4,0.6,0.9,101433,27.5,28.0,0,4.14,48.4,0.6022615056609358,-0.002957373027612231
1.004,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.065,0.995,-0.064,-0.9,-3.0,0.8,101437,27.5,27.9,0,4.14,52.2,0.25810795302444456,-0.0008273422475972847
1.067,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,0.012,0.996,-0.083,0.9,12.7,0.4,101437,27.0,28.1,0,4.16,40.1,0.25810795302444456,-0.00047561310391230904
1.106,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.016,0.999,-0.146,1.8,6.0,-0.4,101437,27.5,28.1,0,4.12,74.5,0.25810795302444456,0.009739075207055636
1.156,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.072,0.998,-0.141,-0.1,-2.3,-0.9,101437,27.0,27.8,0,4.15,42.9,0.25810795302444456,0.01047958910608382
1.206,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.058,0.987,-0.171,-0.9,-6.1,0.1,101437,27.0,27.9,0,4.14,42.4,0.25810795302444456,0.003381283461078022
1.256,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.078,0.995,-0.122,-2.1,-4.1,0.2,101438,27.2,27.9,0,4.11,71.2,0.17207128189720144,0.005481476706557853
1.306,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.101,0.995,-0.079,-1.6,-4.1,1.2,101438,27.0,27.7,0,4.14,45.2,0.17207128189720144,0.003228289074824753
1.356,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.055,0.997,-0.077,-1.1,3.0,1.2,101438,27.0,28.4,0,4.15,41.0,0.17207128189720144,0.0014804042016998142
1.406,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,0.009,0.998,-0.095,-0.2,6.4,1.1,101438,28.0,28.4,0,4.14,42.9,0.17207128189720144,0.002551744300512304
1.456,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.037,0.994,-0.121,0.4,-0.1,-0.9,101438,27.2,28.2,0,4.11,72.6,0.17207128189720144,0.0020209578646546156
1.506,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.064,1.003,-0.045,-0.4,-0.4,-0.2,101434,27.2,28.1,0,4.14,44.3,0.5162220872582411,0.006046718597103595
1.556,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.064,0.985,-0.113,0.4,4.6,0.9,101434,27.7,28.1,0,4.15,39.1,0.5162220872582411,-0.006475969087813116
1.606,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.07,0.993,-0.137,-0.8,7.0,0.9,101434,27.2,28.1,0,4.12,72.6,0.5162220872582411,0.0048472520736670965
1.656,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.043,0.998,-0.143,-1.0,-2.7,1.6,101434,27.2,28.3,0,4.14,41.0,0.5162220872582411,0.009109508428099211
1.706,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.038,0.997,-0.092,-1.9,-0.5,-0.2,101434,27.5,28.3,0,4.14,41.9,0.5162220872582411,0.0019565858858356933
1.756,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.042,0.993,-0.075,-1.3,-8.8,-0.3,101437,27.2,28.2,0,4.12,70.3,0.25810795302444456,-0.003286400213180607
1.806,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.054,0.986,-0.107,-1.2,-3.1,-0.1,101437,27.2,27.8,0,4.14,48.4,0.25810795302444456,-0.006742228824762719
1.856,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.044,0.994,-0.099,-0.1,1.2,0.5,101437,27.0,27.8,0,4.14,47.1,0.25810795302444456,-0.00011350644185614822
1.906,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.071,0.997,-0.087,0.2,1.1,0.6,101437,27.7,28.2,0,4.15,48.4,0.25810795302444456,0.0033040416543730355
1.956,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.9,10.0,-0.085,0.997,-0.123,-0.7,3.5,0.5,101439,27.7,28.1,0,4.12,76.8,0.08603529756081242,0.008148302582511757
2.019,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.065,0.998,-0.125,-1.2,0.4,0.2,101439,27.5,28.0,0,4.16,42.4,0.08603529756081242,0.007895827950488155
2.062,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.063,0.994,-0.1,-1.3,-5.5,0.2,101439,27.2,28.0,0,4.16,41.0,0.08603529756081242,0.0010019980000040007
2.11,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.037,0.998,-0.085,-1.6,-3.7,-0.2,101439,27.2,28.1,0,4.15,41.5,0.08603529756081242,0.002296363357664699
2.16,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.049,0.989,-0.097,-1.0,-3.7,0.3,101439,27.2,28.1,0,4.15,39.1,0.08603529756081242,-0.0050472373021923644
2.21,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.076,0.991,-0.093,-0.9,1.3,-0.1,101437,27.0,27.8,0,4.14,42.9,0.25810795302444456,-0.001748528676265848
2.26,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.063,1.001,-0.107,-0.2,2.0,0.2,101437,27.0,28.1,0,4.15,37.7,0.25810795302444456,0.008671899083145584
2.31,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.062,0.995,-0.104,-0.2,0.4,0.7,101437,27.2,28.1,0,4.12,72.6,0.25810795302444456,0.00233976275512493
2.36,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.051,0.994,-0.108,0.3,0.1,1.7,101437,26.5,27.5,0,4.17,41.9,0.25810795302444456,0.001149838935211589
2.41,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.072,0.987,-0.107,-0.5,5.4,0.8,101437,26.5,28.2,0,4.15,43.3,0.25810795302444456,-0.004609624318177352
2.46,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.028,1.0,-0.073,-0.4,1.8,0.7,101436,27.7,28.2,0,4.11,68.9,0.34414531095272677,0.003051843126764764
2.51,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.032,0.999,-0.119,-0.4,-2.3,0.0,101436,27.0,27.7,0,4.14,41.9,0.34414531095272677,0.006571408296500492
2.56,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.053,0.993,-0.122,-0.5,-2.3,-0.3,101436,27.0,28.2,0,4.14,39.6,0.34414531095272677,0.0018692529467105867
2.61,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.078,0.993,-0.103,-0.6,-0.7,0.2,101436,27.5,28.2,0,4.15,43.8,0.34414531095272677,0.0013700614657898846
2.66,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.066,0.993,-0.096,-0.7,1.0,1.0,101436,27.2,28.3,0,4.13,71.2,0.34414531095272677,-0.00018951795852828468
2.71,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.041,0.994,-0.117,-1.2,0.2,1.0,101437,27.2,28.2,0,4.16,43.3,0.25810795302444456,0.0017015523597834203
2.76,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.056,0.991,-0.113,-1.2,-1.5,0.6,101437,27.7,28.2,0,4.14,45.2,0.25810795302444456,-0.0010075075357172114
2.81,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.044,1.0,-0.073,-0.5,4.2,0.1,101437,27.5,28.2,0,4.11,74.0,0.25810795302444456,0.0036259263291278376
2.86,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.046,1.001,-0.072,-0.2,-0.5,0.2,101437,27.5,27.7,0,4.15,47.1,0.25810795302444456,0.00463973642296267
2.91,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.041,0.99,-0.133,-0.1,-0.8,0.4,101437,27.5,27.7,0,4.14,49.8,0.25810795302444456,-0.00026503512180786615
2.96,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.058,0.992,-0.125,-0.8,2.7,0.0,101437,27.5,28.2,0,4.15,46.6,0.25810795302444456,0.0015253366740153318
3.023,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.043,0.991,-0.122,-1.4,-1.3,1.2,101437,27.5,28.1,0,4.14,42.4,0.25810795302444456,-0.0005931759288413385
3.066,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.009,0.997,-0.094,-1.2,-2.0,0.8,101437,27.5,28.2,0,4.16,39.1,0.25810795302444456,0.0014619313783226229
3.114,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.036,0.996,-0.084,-0.8,-0.2,0.2,101437,27.5,28.2,0,4.14,41.5,0.25810795302444456,0.00018398307511402479
3.164,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.05,0.993,-0.083,0.0,1.2,0.0,101437,27.5,28.1,0,4.12,68.4,0.25810795302444456,-0.0022836074314505073
3.214,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.06,0.998,-0.12,0.5,2.2,0.1,101442,27.7,28.2,0,4.17,42.9,-0.1720685348458202,0.006977656157275414
3.264,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.061,0.994,-0.131,-0.1,0.5,0.1,101442,27.5,28.2,0,4.16,39.1,-0.1720685348458202,0.004449102742393851
3.314,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.05,0.994,-0.125,-1.2,-1.3,0.3,101442,27.5,27.9,0,4.14,41.0,-0.1720685348458202,0.0030757698200072348
3.364,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.056,0.989,-0.107,-1.5,-8.1,1.0,101442,27.2,27.5,0,4.12,48.9,-0.1720685348458202,-0.003653674669294449
3.414,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.059,0.994,-0.092,-2.1,-0.1,0.4,101442,27.2,27.5,0,4.16,42.9,-0.1720685348458202,-9.500045125454548e-06
3.464,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.026,1.0,-0.071,-1.0,-0.5,0.8,101436,27.2,28.2,0,4.14,39.1,0.34414531095272677,0.0028544261257463788
3.514,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.031,0.998,-0.085,0.0,5.4,0.5,101436,27.5,27.9,0,4.11,71.7,0.34414531095272677,0.0020928100729991073
3.564,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.035,0.997,-0.098,-0.1,1.3,0.1,101436,27.0,27.9,0,4.15,39.1,0.34414531095272677,0.0024160812756348626
3.614,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.05,0.988,-0.118,0.1,-3.2,0.4,101436,27.0,27.9,0,4.14,41.0,0.34414531095272677,-0.0037229301042807084
3.664,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.083,0.995,-0.101,-1.0,-0.9,-0.1,101436,27.5,28.1,0,4.13,67.5,0.34414531095272677,0.0035511945087804975
3.714,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.069,0.993,-0.107,-0.7,-0.8,0.7,101436,27.7,28.1,0,4.15,48.0,0.34414531095272677,0.0011288628343506524
3.764,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.056,0.995,-0.095,-0.7,3.6,0.7,101436,27.7,28.1,0,4.14,47.1,0.34414531095272677,0.0010924033274850586
3.814,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.053,0.994,-0.118,-0.6,2.9,0.4,101436,27.5,28.1,0,4.14,48.9,0.34414531095272677,0.0023816638386797706
3.864,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.05,0.99,-0.113,-0.5,-2.6,0.4,101436,27.5,28.1,0,4.12,71.7,0.34414531095272677,-0.002318186995473037
3.914,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.053,1.0,-0.096,-0.8,-1.6,0.2,101436,27.5,27.7,0,4.16,47.5,0.34414531095272677,0.005994532788324847
3.964,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.065,0.992,-0.108,-0.8,2.0,0.3,101440,27.2,28.2,0,4.14,45.2,0.0,-2.3500276131516173e-05
4.028,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.06,0.994,-0.114,-1.2,-2.8,0.2,101440,27.5,28.2,0,4.14,42.9,0.0,0.0023133242654214126
4.069,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.054,0.995,-0.102,-1.1,-7.9,0.4,101440,27.5,27.9,0,4.15,40.5,0.0,0.0016711037062016043
4.117,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.05,0.991,-0.101,-1.0,-0.1,0.5,101440,27.5,28.1,0,4.14,43.3,0.0,-0.0026124123491410023
4.167,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.049,0.998,-0.089,-0.7,5.3,0.4,101439,27.2,28.1,0,4.15,39.6,0.08603529756081242,0.003158013475444532
4.217,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.078,0.991,-0.093,-0.2,-0.5,0.8,101439,27.2,28.0,0,4.14,41.9,0.08603529756081242,-0.001594270849771262
4.267,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.048,0.991,-0.137,-0.5,4.1,0.5,101439,27.2,28.1,0,4.15,41.5,0.08603529756081242,0.0015757584925863988
4.317,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.045,0.993,-0.13,0.0,2.7,1.0,101439,27.5,28.1,0,4.14,42.4,0.08603529756081242,0.0024839150829303325
4.367,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.054,0.994,-0.107,-1.2,-4.2,0.0,101439,27.5,28.1,0,4.11,68.0,0.08603529756081242,0.0011997802636594113
4.417,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.044,0.996,-0.094,-1.0,-1.6,0.4,101439,27.7,27.9,0,4.11,72.2,0.08603529756081242,0.0013930297340800646
4.467,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.082,0.987,-0.088,-1.0,0.9,-0.1,101439,27.2,27.9,0,4.16,41.9,0.08603529756081242,-0.005697732075401585
4.517,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.068,1.0,-0.089,-0.1,-1.2,0.3,101439,27.2,28.0,0,4.11,72.2,0.08603529756081242,0.006252950306233851
4.567,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.012,0.995,-0.1,0.1,0.2,0.3,101439,27.2,28.3,0,4.15,40.5,0.08603529756081242,8.449643017671704e-05
4.617,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.042,0.991,-0.127,-0.3,2.6,0.4,101439,28.0,28.3,0,4.14,44.3,0.08603529756081242,-1.3000084501113562e-05
4.667,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.073,0.989,-0.113,-0.9,-3.6,0.4,101442,28.0,28.1,0,4.14,41.0,-0.1720685348458202,-0.0018922903814437841
4.717,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.045,0.992,-0.102,-1.3,-6.2,0.4,101442,27.5,28.1,0,4.11,78.2,-0.1720685348458202,-0.0017550400828462154
4.767,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.045,1.0,-0.075,-1.0,-1.8,0.5,101442,27.2,28.1,0,4.15,46.1,-0.1720685348458202,0.003817712535498119
4.817,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.063,0.99,-0.106,-1.0,4.7,0.1,101442,27.2,28.1,0,4.14,51.2,-0.1720685348458202,-0.0023502618654179797
4.867,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.054,0.995,-0.104,-0.1,-1.2,0.7,101442,27.7,27.9,0,4.11,75.4,-0.1720685348458202,0.0018767389255027744
4.917,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.037,0.995,-0.107,-0.5,-1.2,0.7,101442,27.0,27.9,0,4.12,75.0,-0.1720685348458202,0.0014204911025137434
4.967,0,0,0,-43.819213,172.655654,0.0,A,3,1,12,13.8,10.0,-0.038,0.991,-0.106,-0.7,2.2,0.5,101442,27.0,27.7,0,4.16,45.7,-0.1720685348458202,-0.002622939906877564
5.03,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.077,0.992,-0.107,-0.9,-5.6,0.2,101442,27.2,28.1,0,4.14,41.0,-0.1720685348458202,0.0007207402667339657
5.072,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.088,0.991,-0.082,-0.5,0.7,0.6,101442,27.5,28.1,0,4.11,69.4,-0.1720685348458202,-0.0017269912493877992
5.12,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.046,1.0,-0.107,-0.2,7.5,0.9,101442,27.0,27.6,0,4.15,42.9,-0.1720685348458202,0.006759653541996036
5.17,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.049,0.994,-0.14,-0.7,4.3,0.5,101440,27.0,28.3,0,4.15,38.2,0.0,0.005005970131521265
5.22,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.046,0.992,-0.105,-1.2,-9.5,0.5,101440,27.7,28.3,0,4.12,71.7,0.0,-0.001398477870176773
5.27,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.037,0.995,-0.085,-1.5,-2.4,0.1,101440,27.5,27.9,0,4.15,39.1,0.0,-0.0006907385598790006
5.32,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.043,0.991,-0.097,-0.4,3.2,0.5,101440,27.5,28.2,0,4.14,42.4,0.0,-0.003336064663720273
5.37,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.066,0.995,-0.108,-0.4,0.1,0.5,101440,27.7,28.2,0,4.14,38.7,0.0,0.0030179460009676085
5.42,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.078,0.993,-0.092,-0.7,1.9,0.9,101441,27.7,28.4,0,4.14,41.5,-0.08603461079542087,0.00029845546216855645
5.47,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.022,0.995,-0.126,-1.0,2.3,0.7,101441,27.7,27.8,0,4.15,38.2,-0.08603461079542087,0.0031874201763097965
5.52,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.034,0.992,-0.103,-1.3,-5.3,0.5,101441,27.0,27.8,0,4.14,41.0,-0.08603461079542087,-0.002087679202225745
5.57,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.102,0.986,-0.081,-1.8,-4.5,0.2,101441,27.5,28.3,0,4.13,68.4,-0.08603461079542087,-0.00543426562142213
5.62,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.041,0.997,-0.073,-0.5,4.8,0.8,101441,27.5,28.1,0,4.15,43.3,-0.08603461079542087,0.0005093702709635384
5.67,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.047,0.999,-0.097,0.4,5.5,0.9,101436,27.5,28.1,0,4.15,39.1,0.34414531095272677,0.00479798964767042
5.72,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.032,1.0,-0.088,0.1,3.8,0.3,101436,27.7,28.2,0,4.11,77.7,0.34414531095272677,0.00437443217158795
5.77,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.042,0.993,-0.11,-0.5,-1.8,-0.2,101436,27.7,28.1,0,4.14,46.1,0.34414531095272677,-4.350094616623057e-05
5.82,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.03,0.994,-0.085,-0.6,0.2,0.0,101436,27.2,28.1,0,4.14,48.9,0.34414531095272677,-0.0019213457848124005
5.87,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.105,0.995,-0.074,-1.0,-5.0,0.7,101436,27.7,28.3,0,4.14,45.2,0.34414531095272677,0.003257693715826848
5.92,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.069,0.993,-0.111,-0.5,2.0,1.6,101424,27.7,28.1,0,4.1,52.2,1.3766471810189238,0.0015642765194852082
5.971,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.039,0.997,-0.13,-0.4,8.0,1.1,101424,27.5,28.1,0,4.12,66.1,1.3766471810189238,0.006195805994042125
6.033,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.028,0.998,-0.136,-1.2,-5.4,0.1,101424,26.7,27.8,0,4.15,41.9,1.3766471810189238,0.007613020955962169
6.073,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.052,0.991,-0.088,-1.3,-15.1,-0.3,101424,26.7,28.4,0,4.12,69.4,1.3766471810189238,-0.0037425031649699347
6.122,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.046,0.992,-0.108,-2.2,-1.8,-1.0,101424,28.0,28.4,0,4.14,42.9,1.3766471810189238,-0.0010785816692086003
6.172,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.073,0.99,-0.096,-0.4,-4.7,0.9,101441,28.0,28.4,0,4.15,40.1,-0.08603461079542087,-0.0026810941328746507
6.222,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.102,0.998,-0.095,-0.3,2.6,1.0,101441,28.0,28.2,0,4.14,41.0,-0.08603461079542087,0.007686955358656933
6.272,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.002,0.992,-0.128,-0.6,7.3,1.2,101441,27.5,28.2,0,4.14,40.1,-0.08603461079542087,0.00022597446776995156
6.322,0,0,0,-43.81921,172.655654,0.0,A,3,1,12,13.8,10.0,-0.054,0.993,-0.119,-0.3,1.6,1.3,101441,27.0,27.6,0,4.14,46.1,-0.08603461079542087,0.0015617804209584474
